,Unnamed: 0,Cand_Name,Cand_Office_St,STATE,Cand_Office_Dist_x,Cand_Office_Dist_y,D,Cand_Party_Affiliation,Year,recent_presidential_vote,percent_bachelor_or_above,gov_party,Party_Previous_Vote_Share,Incumbent,minority_percentage,Gender,Presidential_Approval_Rating,Same_Party_As_President,Median_Income,name_commonness,Primary.Vote.Percent,labor_force,Raised,Spent,seat_transition,FEC ID#,GE WINNER INDICATOR,Combined totals,Combined %
5363,2485,"GALDO, JOSEPH F",VA,Virginia,11.0,11.0,11.0,GRE,2012.0,,53.0,REP,0.0,0.0,0.40249,1.0,0.46,False,98815.0,11.0,,81.3,,,0.0,H2VA11164,,2195,0.006606610222036282
5364,2486,"GIBSON, MARK TIMOTHY",VA,Virginia,11.0,11.0,11.0,IND,2012.0,,53.0,REP,0.00814486,0.0,0.40249,1.0,0.46,False,98815.0,18.0,,81.3,,,0.0,H2VA11172,,3806,0.011455470845134435
5365,2487,"MARCHETTI, PETER M",VA,Virginia,11.0,11.0,11.0,GRE,2012.0,,53.0,REP,0.0,0.0,0.40249,1.0,0.46,False,98815.0,55.0,,81.3,,,0.0,H2VA11180,,1919,0.0057758929458257965
5366,2488,"PERKINS, CHRISTOPHER S",VA,Virginia,11.0,11.0,11.0,REP,2012.0,,53.0,REP,0.48859896,0.0,0.40249,1.0,0.46,False,98815.0,2.0,62.82,81.3,549440.76,531423.6,0.0,H2VA11149,,117902,0.35486676920205995
5367,2489,"VAUGHN, KENNETH LEE",VA,Virginia,11.0,11.0,11.0,REP,2012.0,,53.0,REP,0.48859896,0.0,0.40249,1.0,0.46,False,98815.0,31.0,37.18,81.3,549440.76,531423.6,0.0,H2VA10109,,,
5368,2490,"CHRISTENSEN, DONNA M",VI,Virgin Islands,0.0,1.0,0.0,DEM,2012.0,,,DEM,0.0,0.0,,0.0,,True,,64.0,55.33,character(0),,,,H4VI00054,W,11512,0.6005216484089724
5369,2491,"DANET, VINCENT EMILE",VI,Virgin Islands,0.0,1.0,0.0,REP,2012.0,,,DEM,0.0,0.0,,1.0,,False,,98.0,29.06,character(0),,,,H0VI00037,,,
5370,2492,"MIMOUN, GUILLAUME",VI,Virgin Islands,0.0,1.0,0.0,IND,2012.0,,,DEM,0.0,0.0,,1.0,,False,,500.0,,character(0),,,,H0VI00045,,312,0.016275430359937403
5371,2493,"MOSLER, WARREN BRUCE",VI,Virgin Islands,0.0,1.0,0.0,IND,2012.0,,,DEM,0.0,0.0,,1.0,,False,,500.0,,character(0),,,,H4VI00120,,3276,0.17089201877934276
5372,2494,"PLASKETT, STACEY",VI,Virgin Islands,0.0,1.0,0.0,DEM,2012.0,,,DEM,0.0,0.0,,0.0,,True,,47.0,44.57,character(0),,,,H2VI00082,,,
5373,2495,"REDFIELD, HOLLAND II",VI,Virgin Islands,0.0,1.0,0.0,REP,2012.0,,,DEM,0.0,0.0,,0.0,,False,,500.0,70.44,character(0),,,,H2VI00074,,2131,0.11116327595200837
5374,2496,"SAMUEL, NORMA PICKARD",VI,Virgin Islands,0.0,1.0,0.0,IND,2012.0,,,DEM,0.0,0.0,,0.0,,False,,500.0,0.01,character(0),,,,H2VI00090,,1927,0.10052164840897236
5375,2497,"DESROCHERS, JAMES 'SAM'",VT,Vermont,0.0,1.0,0.0,IND,2012.0,0.39547490700000004,34.2,DEM,0.019736925,0.0,0.04913,0.0,,False,52977.0,5.0,,77.2,,,0.0,H2VT00128,,8302,0.02863439921912455
5376,2498,"DONKA, MARK",VT,Vermont,0.0,1.0,0.0,REP,2012.0,0.39547490700000004,34.2,DEM,0.320569786,0.0,0.04913,1.0,,False,52977.0,18.0,95.80,77.2,0.0,0.0,0.0,H2VT00110,,67543,0.23296232551883034
5377,2499,"LAFRAMBOISE, ANDRE",VT,Vermont,0.0,1.0,0.0,OTH,2012.0,0.39547490700000004,34.2,DEM,0.0,0.0,0.04913,1.0,,False,52977.0,133.0,,77.2,,,0.0,H2VT00136,,1153,0.003976808275072345
5378,2500,"NEWTON, JANE",VT,Vermont,0.0,1.0,0.0,OTH,2012.0,0.39547490700000004,34.2,DEM,0.0,0.0,0.04913,0.0,,False,52977.0,500.0,,77.2,,,0.0,H2VT00094,,4065,0.014020577309773704
5379,2501,"WELCH, PETER",VT,Vermont,0.0,1.0,0.0,DEM,2012.0,0.39547490700000004,34.2,DEM,0.0,1.0,0.04913,1.0,,True,52977.0,55.0,99.04,77.2,950025.79,669593.39,0.0,H6VT00160,W,208600,0.7194815318127417
5380,2502,"BURNER, DARCY",WA,Washington,1.0,1.0,1.0,DEM,2012.0,,39.0,DEM,0.576667034,0.0,0.18520999999999999,0.0,0.51,True,77154.0,500.0,13.92,81.34667,4420725.62,4496798.71,4.0,H6WA08068,,,
5381,2503,"DELBENE, SUZAN K",WA,Washington,1.0,1.0,1.0,DEM,2012.0,,39.0,DEM,0.576667034,0.0,0.18520999999999999,0.0,0.51,True,77154.0,500.0,22.48,81.34667,4420725.62,4496798.71,4.0,H0WA08046,W,177025,0.5393617539882759
5382,2504,"HOBBS, STEVE",WA,Washington,1.0,1.0,1.0,DEM,2012.0,,39.0,DEM,0.576667034,0.0,0.18520999999999999,1.0,0.51,True,77154.0,159.0,6.86,81.34667,4420725.62,4496798.71,4.0,H2WA01179,,,
5383,2505,"ISHMAEL, LARRY WAYNE",WA,Washington,1.0,1.0,1.0,IND,2012.0,,39.0,DEM,0.0,0.0,0.18520999999999999,1.0,0.51,False,77154.0,58.0,2.04,81.34667,,,4.0,H6WA01162,,,
5384,2506,"KOSTER, JOHN",WA,Washington,1.0,1.0,1.0,REP,2012.0,,39.0,DEM,0.42333296600000003,0.0,0.18520999999999999,1.0,0.51,False,77154.0,6.0,44.86,81.34667,1194379.94,1181899.68,4.0,H0WA02098,,151187,0.4606382460117242
5385,2507,"RAUNIYAR, DARSHAN",WA,Washington,1.0,1.0,1.0,DEM,2012.0,,39.0,DEM,0.576667034,0.0,0.18520999999999999,1.0,0.51,True,77154.0,500.0,2.76,81.34667,4420725.62,4496798.71,4.0,H2WA01153,,,
5386,2508,"RUDERMAN, LAURA",WA,Washington,1.0,1.0,1.0,DEM,2012.0,,39.0,DEM,0.576667034,0.0,0.18520999999999999,0.0,0.51,True,77154.0,20.0,7.07,81.34667,4420725.62,4496798.71,4.0,H8WA01051,,,
5387,2509,"JOHNSON, GLEN S.",WA,Washington,2.0,2.0,2.0,NNE,2012.0,,28.4,DEM,0.0,0.0,0.19193,1.0,0.51,False,57156.0,500.0,1.64,80.7,,,0.0,H0WA02148,,,
5388,2510,"LAPOINTE, MIKE",WA,Washington,2.0,2.0,2.0,OTH,2012.0,,28.4,DEM,0.0,0.0,0.19193,1.0,0.51,False,57156.0,1.0,4.17,80.7,,,0.0,H2WA02201,,,
5389,2511,"LARSEN, RICK",WA,Washington,2.0,2.0,2.0,DEM,2012.0,,28.4,DEM,0.510723345,1.0,0.19193,1.0,0.51,True,57156.0,16.0,57.21,80.7,1356321.57,1225992.83,0.0,H0WA02080,W,184826,0.6114174752142802
5390,2512,"MATTHEWS, DAN",WA,Washington,2.0,2.0,2.0,REP,2012.0,,28.4,DEM,0.489276655,0.0,0.19193,1.0,0.51,False,57156.0,12.0,28.71,80.7,284860.42,279502.01,0.0,H2WA02177,,117465,0.3885825247857197
5391,2513,"OLSON, ELI",WA,Washington,2.0,2.0,2.0,REP,2012.0,,28.4,DEM,0.489276655,0.0,0.19193,1.0,0.51,False,57156.0,500.0,2.42,80.7,284860.42,279502.01,0.0,H2WA02193,,,
5392,2514,"SHOOP, JOHN C W",WA,Washington,2.0,2.0,2.0,REP,2012.0,,28.4,DEM,0.489276655,0.0,0.19193,1.0,0.51,False,57156.0,6.0,5.84,80.7,284860.42,279502.01,0.0,H2WA02185,,,
5393,2515,"HAUGEN, JON T",WA,Washington,3.0,3.0,3.0,DEM,2012.0,0.327091136,22.3,DEM,0.47028112,0.0,0.12861,1.0,0.51,True,51248.0,97.0,37.64,79.8,13478.0,13480.0,0.0,H2WA03076,,116438,0.39620394441344203
5394,2516,"HERRERA BEUTLER, JAIME",WA,Washington,3.0,3.0,3.0,REP,2012.0,0.327091136,22.3,DEM,0.52971888,1.0,0.12861,1.0,0.51,False,51248.0,500.0,,79.8,1658722.02,1623136.4,0.0,H0WA03187,W,177446,0.6037960555865579
5395,2517,"STEVENS, NORMA JEAN",WA,Washington,3.0,3.0,3.0,OTH,2012.0,0.327091136,22.3,DEM,0.0,0.0,0.12861,0.0,0.51,False,51248.0,500.0,5.85,79.8,,,0.0,H0WA03229,,,
5396,2518,"BAECHLER, MARY",WA,Washington,4.0,4.0,4.0,DEM,2012.0,0.23857868,19.1,DEM,0.323579299,0.0,0.23809,0.0,0.51,True,48473.0,15.0,26.48,79.2,34202.03,30357.25,3.0,H2WA04124,,78940,0.3377993829405749
5397,2519,"HASTINGS, DOC",WA,Washington,4.0,4.0,4.0,REP,2012.0,0.23857868,19.1,DEM,0.676420701,1.0,0.23809,1.0,0.51,False,48473.0,500.0,59.32,79.2,1649564.36,1453308.11,3.0,H2WA04041,W,154749,0.6622006170594251
5398,2520,"SAID, MOHAMMAD H.",WA,Washington,4.0,4.0,4.0,DEM,2012.0,0.23857868,19.1,DEM,0.323579299,0.0,0.23809,1.0,0.51,True,48473.0,500.0,2.89,79.2,34202.03,30357.25,3.0,H2WA04132,,,
5399,2521,"WHEELER, JAMIE",WA,Washington,4.0,4.0,4.0,REP,2012.0,0.23857868,19.1,DEM,0.676420701,0.0,0.23809,0.0,0.51,False,48473.0,40.0,11.30,79.2,1649564.36,1453308.11,3.0,H2WA04140,,,
5400,2522,"COWAN, RICH",WA,Washington,5.0,5.0,5.0,DEM,2012.0,0.455269608,27.7,DEM,0.36333657799999997,0.0,0.11266,1.0,0.51,True,44661.0,500.0,33.12,78.31905,369672.46,364221.03,0.0,H2WA05071,,117512,0.3808178159168832
5401,2523,"MOODY, IAN",WA,Washington,5.0,5.0,5.0,NNE,2012.0,0.455269608,27.7,DEM,0.0,0.0,0.11266,1.0,0.51,False,44661.0,155.0,3.15,78.31905,,,0.0,H2WA05089,,,
5402,2524,"RODGERS, CATHY MCMORRIS",WA,Washington,5.0,5.0,5.0,REP,2012.0,0.455269608,27.7,DEM,0.636663422,1.0,0.11266,0.0,0.51,False,44661.0,199.0,55.76,78.31905,1968862.0,1987459.0,0.0,H4WA05077,W,191066,0.6191821840831168
5403,2525,"YEAROUT, RANDALL",WA,Washington,5.0,5.0,5.0,REP,2012.0,0.455269608,27.7,DEM,0.636663422,0.0,0.11266,1.0,0.51,False,44661.0,122.0,7.97,78.31905,1968862.0,1987459.0,0.0,H8WA05144,,,
5404,2526,"BRODHEAD, STEPHAN ANDREW",WA,Washington,6.0,6.0,6.0,REP,2012.0,0.49540095100000003,27.0,DEM,0.419607678,0.0,0.18442999999999998,1.0,0.51,False,52389.0,500.0,0.86,77.8,1826276.31,1827360.58,4.0,H2WA10022,,,
5405,2527,"CLOUD, DOUGLAS RICHARD MR.",WA,Washington,6.0,6.0,6.0,REP,2012.0,0.49540095100000003,27.0,DEM,0.419607678,0.0,0.18442999999999998,1.0,0.51,False,52389.0,50.0,8.82,77.8,1826276.31,1827360.58,4.0,H4WA06067,,,
5406,2528,"DRISCOLL, BILL",WA,Washington,6.0,6.0,6.0,REP,2012.0,0.49540095100000003,27.0,DEM,0.419607678,0.0,0.18442999999999998,1.0,0.51,False,52389.0,9.0,18.29,77.8,1826276.31,1827360.58,4.0,H2WA06145,,129725,0.4100213030917929
5407,2529,"EICHNER, DAVID MICHAEL ' IKE'",WA,Washington,6.0,6.0,6.0,REP,2012.0,0.49540095100000003,27.0,DEM,0.419607678,0.0,0.18442999999999998,1.0,0.51,False,52389.0,4.0,4.92,77.8,1826276.31,1827360.58,4.0,H2WA06137,,,
5408,2530,"KILMER, DEREK",WA,Washington,6.0,6.0,6.0,DEM,2012.0,0.49540095100000003,27.0,DEM,0.580392322,0.0,0.18442999999999998,1.0,0.51,True,52389.0,73.0,53.41,77.8,1873136.18,1706202.03,4.0,H2WA06129,W,186661,0.589978696908207
5409,2531,"YOUNG, JESSE L",WA,Washington,6.0,6.0,6.0,REP,2012.0,0.49540095100000003,27.0,DEM,0.419607678,0.0,0.18442999999999998,1.0,0.51,False,52389.0,66.0,11.17,77.8,1826276.31,1827360.58,4.0,H0WA06065,,,
5410,2532,"ALLEN, CHARLES",WA,Washington,7.0,7.0,7.0,DEM,2012.0,,54.8,DEM,0.829733585,0.0,0.23495,1.0,0.51,True,65566.0,23.0,2.48,76.9,611669.76,601201.89,0.0,H2WA07093,,,
5411,2533,"ARENTZ, ERIC G. JR.",WA,Washington,7.0,7.0,6.0,OTH,2012.0,,54.8,DEM,0.0,0.0,0.23495,1.0,0.51,False,65566.0,14.0,2.53,76.9,,,0.0,H2WA06152,,,
5412,2534,"BEMIS, RONALD S",WA,Washington,7.0,7.0,7.0,REP,2012.0,,54.8,DEM,0.0,0.0,0.23495,1.0,0.51,False,65566.0,43.0,15.24,76.9,40956.12,40956.17,0.0,H2WA07101,,76212,0.20345987506006727
5413,2535,"HUGHES, ANDREW IFITS",WA,Washington,7.0,7.0,7.0,DEM,2012.0,,54.8,DEM,0.829733585,0.0,0.23495,1.0,0.51,True,65566.0,28.0,5.88,76.9,611669.76,601201.89,0.0,H2WA00049,,,
5414,2536,"MCDERMOTT, JAMES",WA,Washington,7.0,7.0,7.0,DEM,2012.0,,54.8,DEM,0.829733585,1.0,0.23495,1.0,0.51,True,65566.0,5.0,70.91,76.9,611669.76,601201.89,0.0,H8WA07132,W,298368,0.7965401249399328
5415,2537,"NELSON, GOODSPACEGUY",WA,Washington,7.0,7.0,7.0,OTH,2012.0,,54.8,DEM,0.0,0.0,0.23495,1.0,0.51,False,65566.0,500.0,,76.9,,,0.0,H8WA07181,,,
5416,2538,"RIVERS, DONOVAN DON",WA,Washington,7.0,7.0,7.0,DEM,2012.0,,54.8,DEM,0.829733585,0.0,0.23495,1.0,0.51,True,65566.0,500.0,1.53,76.9,611669.76,601201.89,0.0,H6WA07409,,,
5417,2539,"SUTHERLAND, S",WA,Washington,7.0,7.0,7.0,OTH,2012.0,,54.8,DEM,0.0,0.0,0.23495,1.0,0.51,False,65566.0,500.0,3.17,76.9,,,0.0,H0WA07113,,,
5418,2540,"ARNOLD, KEITH",WA,Washington,8.0,8.0,8.0,DEM,2012.0,,30.9,DEM,0.479483795,0.0,0.19255999999999998,1.0,0.51,True,69262.0,45.0,5.46,78.6,129980.68,103889.85,3.0,H8WA08080,,,
5419,2541,"HUBER, ERNEST",WA,Washington,8.0,8.0,8.0,REP,2012.0,,30.9,DEM,0.520516205,0.0,0.19255999999999998,1.0,0.51,False,69262.0,158.0,3.18,78.6,1654833.25,1597769.57,3.0,H0WA08061,,,
5420,2542,"PORTERFIELD, KAREN",WA,Washington,8.0,8.0,8.0,DEM,2012.0,,30.9,DEM,0.479483795,0.0,0.19255999999999998,0.0,0.51,True,69262.0,25.0,28.35,78.6,129980.68,103889.85,3.0,H2WA08158,,121886,0.4034757853619782
5421,2543,"REICHERT, DAVE",WA,Washington,8.0,8.0,8.0,REP,2012.0,,30.9,DEM,0.520516205,1.0,0.19255999999999998,1.0,0.51,False,69262.0,4.0,50.62,78.6,1654833.25,1597769.57,3.0,H4WA08071,W,180204,0.5965242146380217
5422,2544,"SWANK, KEITH ROLAND",WA,Washington,8.0,8.0,8.0,REP,2012.0,,30.9,DEM,0.520516205,0.0,0.19255999999999998,1.0,0.51,False,69262.0,45.0,8.36,78.6,1654833.25,1597769.57,3.0,H2WA08166,,,
5423,2545,"WINDLE, JAMES T",WA,Washington,8.0,8.0,8.0,IND,2012.0,,30.9,DEM,0.0,0.0,0.19255999999999998,1.0,0.51,False,69262.0,5.0,4.03,78.6,,,3.0,H2WA08174,,,
5424,2546,"CHRISTIE, DAVID PAUL",WA,Washington,9.0,9.0,9.0,DEM,2012.0,,38.1,DEM,0.548520794,0.0,0.45333,1.0,0.51,True,61036.0,4.0,3.07,76.9,1145880.0,924160.51,4.0,H2WA09107,,,
5425,2547,"CRAMER, THOMAS A",WA,Washington,9.0,9.0,9.0,DEM,2012.0,,38.1,DEM,0.548520794,0.0,0.45333,1.0,0.51,True,61036.0,20.0,7.03,76.9,1145880.0,924160.51,4.0,H0WA08053,,,
5426,2548,"ORLINSKI, BOLESLAW (JOHN)",WA,Washington,9.0,9.0,9.0,REP,2012.0,,38.1,DEM,0.451479206,0.0,0.45333,1.0,0.51,False,61036.0,500.0,5.56,76.9,1818.0,6313.41,4.0,H8WA08098,,,
5427,2549,"POSTMA, JAMES LEE",WA,Washington,9.0,9.0,9.0,REP,2012.0,,38.1,DEM,0.451479206,0.0,0.45333,1.0,0.51,False,61036.0,5.0,23.18,76.9,1818.0,6313.41,4.0,H8WA09047,,76105,0.28382667198729017
5428,2550,"SMITH, D ADAM",WA,Washington,9.0,9.0,9.0,DEM,2012.0,,38.1,DEM,0.548520794,1.0,0.45333,1.0,0.51,True,61036.0,500.0,61.16,76.9,1145880.0,924160.51,4.0,H6WA09025,W,192034,0.7161733280127098
5429,2551,"FERGUSON, JENNIFER HORTENSE",WA,Washington,10.0,10.0,10.0,DEM,2012.0,,24.9,DEM,0.0,0.0,0.24070999999999998,0.0,0.51,True,55902.0,1.0,10.92,81.4,2053753.65,2018841.66,,H2WA10048,,,
5430,2552,"FLEMMING, STANLEY L K",WA,Washington,10.0,10.0,10.0,REP,2012.0,,24.9,DEM,0.0,0.0,0.24070999999999998,1.0,0.51,False,55902.0,186.0,15.51,81.4,257424.51,256740.79,,H2WA10014,,,
5431,2553,"GUNN, SUSAN H",WA,Washington,10.0,10.0,10.0,IND,2012.0,,24.9,DEM,0.0,0.0,0.24070999999999998,0.0,0.51,False,55902.0,27.0,3.34,81.4,,,,H2WA10030,,,
5432,2554,"HANNON, STEVE",WA,Washington,10.0,10.0,10.0,OTH,2012.0,,24.9,DEM,0.0,0.0,0.24070999999999998,1.0,0.51,False,55902.0,159.0,2.35,81.4,,,,H2WA10055,,,
5433,2555,"HECK, DENNIS",WA,Washington,10.0,10.0,10.0,DEM,2012.0,,24.9,DEM,0.0,1.0,0.24070999999999998,1.0,0.51,True,55902.0,59.0,39.73,81.4,2053753.65,2018841.66,,H0WA03161,W,163036,0.5855820585668261
5434,2556,"MURI, RICHARD W",WA,Washington,10.0,10.0,10.0,REP,2012.0,,24.9,DEM,0.0,0.0,0.24070999999999998,1.0,0.51,False,55902.0,16.0,28.15,81.4,257424.51,256740.79,,H0WA09044,,115381,0.414417941433174
5435,2557,"DESCHLER , KEITH",WI,Wisconsin,1.0,1.0,1.0,LIB,2012.0,,25.9,REP,0.016360966,0.0,0.11305,1.0,0.49,False,56421.0,500.0,,72.95263,,,0.0,H2WI01092,,6054,0.016583666157158592
5436,2558,"RYAN, PAUL D.",WI,Wisconsin,1.0,1.0,1.0,REP,2012.0,,25.9,REP,0.682443177,1.0,0.11305,1.0,0.49,False,56421.0,27.0,99.58,72.95263,4994668.37,6651220.68,0.0,H8WI01024,W,200423,0.5490168685523944
5437,2559,"ZERBAN, ROB",WI,Wisconsin,1.0,1.0,1.0,DEM,2012.0,,25.9,REP,0.301195857,0.0,0.11305,1.0,0.49,True,56421.0,7.0,99.83,72.95263,2265795.99,2244425.8,0.0,H2WI01084,,158414,0.4339420037363926
5438,2560,"HALL, DENNIS M",WI,Wisconsin,2.0,2.0,2.0,DEM,2012.0,,37.1,REP,0.618127613,0.0,0.12657000000000002,1.0,0.49,True,56111.0,59.0,1.94,72.49048,1143296.01,1090359.91,0.0,H2WI02165,,,
5439,2561,"KOPSICK, JOSEPH WILLIAM",WI,Wisconsin,2.0,2.0,2.0,IND,2012.0,,37.1,REP,0.0,0.0,0.12657000000000002,1.0,0.49,False,56111.0,11.0,,72.49048,,,0.0,H2WI02116,,,
5440,2562,"LEE, CHAD",WI,Wisconsin,2.0,2.0,2.0,REP,2012.0,,37.1,REP,0.38187238700000004,0.0,0.12657000000000002,1.0,0.49,False,56111.0,30.0,99.52,72.49048,91144.09,90315.94,0.0,H0WI02060,,124683,0.31896556134848475
5441,2563,"POCAN, MARK",WI,Wisconsin,2.0,2.0,2.0,DEM,2012.0,,37.1,REP,0.618127613,0.0,0.12657000000000002,1.0,0.49,True,56111.0,18.0,72.16,72.49048,1143296.01,1090359.91,0.0,H2WI02124,W,265422,0.6790057764429596
5442,2564,"ROYS, KELDA HELEN",WI,Wisconsin,2.0,2.0,2.0,DEM,2012.0,,37.1,REP,0.618127613,0.0,0.12657000000000002,0.0,0.49,True,56111.0,500.0,21.87,72.49048,1143296.01,1090359.91,0.0,H2WI02132,,,
5443,2565,"SILVERMAN, MATTHEW DOUGLAS",WI,Wisconsin,2.0,2.0,2.0,DEM,2012.0,,37.1,REP,0.618127613,0.0,0.12657000000000002,1.0,0.49,True,56111.0,10.0,3.95,72.49048,1143296.01,1090359.91,0.0,H2WI02157,,,
5444,2566,"BOLAND, RAYMOND G",WI,Wisconsin,3.0,3.0,3.0,REP,2012.0,,22.6,REP,0.465084249,0.0,0.05727,1.0,0.49,False,46641.0,61.0,99.59,71.9,127409.03,127409.03,4.0,H2WI03080,,121713,0.3582280641857289
5445,2567,"KIND, RON",WI,Wisconsin,3.0,3.0,3.0,DEM,2012.0,,22.6,REP,0.503067045,1.0,0.05727,1.0,0.49,True,46641.0,43.0,99.86,71.9,1979016.88,1568648.69,4.0,H6WI03099,W,217712,0.6407741844339012
5446,2568,"MOORE, GWENDOLYNNE",WI,Wisconsin,4.0,4.0,4.0,DEM,2012.0,,25.6,REP,0.690506195,1.0,0.47497,0.0,0.49,True,37782.0,500.0,99.67,72.3,823446.23,810326.08,0.0,H4WI04183,W,235257,0.7221168367159011
5447,2569,"RAYMOND, ROBERT R.",WI,Wisconsin,4.0,4.0,4.0,IND,2012.0,,25.6,REP,0.0,0.0,0.47497,1.0,0.49,False,37782.0,7.0,,72.3,,,0.0,H8WI05124,,9277,0.02847557307205913
5448,2570,"SEBRING, DANIEL P",WI,Wisconsin,4.0,4.0,4.0,REP,2012.0,,25.6,REP,0.296016431,0.0,0.47497,1.0,0.49,False,37782.0,12.0,98.97,72.3,40052.19,40001.73,0.0,H0WI04090,,80787,0.2479741426940219
5449,2571,"HEASTER, DAVID LEMAIRE",WI,Wisconsin,5.0,5.0,5.0,DEM,2012.0,,33.3,REP,0.273745126,0.0,0.07381,1.0,0.49,True,61675.0,4.0,99.86,72.3,0.0,0.0,4.0,H2WI05259,,118478,0.3205018611495845
5450,2572,"SENSENBRENNER, F JAMES JR",WI,Wisconsin,5.0,5.0,5.0,REP,2012.0,,33.3,REP,0.693595982,1.0,0.07381,1.0,0.49,False,61675.0,500.0,99.40,72.3,554919.59,626187.32,4.0,H8WI09050,W,250335,0.6771960483033241
5451,2573,"KALLAS, JOSEPH C.",WI,Wisconsin,6.0,6.0,6.0,DEM,2012.0,,23.4,REP,0.292927773,0.0,0.06735,1.0,0.49,True,52150.0,11.0,99.84,72.5,7408.0,7408.0,0.0,H0WI06152,,135921,0.377825960055039
5452,2574,"PETRI, THOMAS",WI,Wisconsin,6.0,6.0,6.0,REP,2012.0,,23.4,REP,0.707072227,1.0,0.06735,1.0,0.49,False,52150.0,20.0,82.19,72.5,743349.28,672014.83,0.0,H0WI06061,W,223460,0.6211622121224757
5453,2575,"STEPHENS, LAUREN",WI,Wisconsin,6.0,6.0,6.0,REP,2012.0,,23.4,REP,0.707072227,0.0,0.06735,0.0,0.49,False,52150.0,137.0,17.72,72.5,743349.28,672014.83,0.0,H2WI06059,,,
5454,2576,"DUFFY, SEAN",WI,Wisconsin,7.0,7.0,7.0,REP,2012.0,,20.5,REP,0.521924195,1.0,0.05951,1.0,0.49,False,47118.0,39.0,99.47,72.8,2647209.9,2601113.23,3.0,H0WI07051,W,201720,0.5608490028331605
5455,2577,"KREITLOW, PATRICK",WI,Wisconsin,7.0,7.0,7.0,DEM,2012.0,,20.5,REP,0.44501232399999996,0.0,0.05951,1.0,0.49,True,47118.0,37.0,99.88,72.8,1280552.07,1280552.07,3.0,H2WI07065,,157524,0.4379693551571028
5456,2578,"LEHNER, DALE CLIFFORD",WI,Wisconsin,7.0,7.0,7.0,UNK,2012.0,,20.5,REP,0.0,0.0,0.05951,1.0,0.49,False,47118.0,148.0,,72.8,,,3.0,H2WI07073,,,
5457,2579,"RIBBLE, REID",WI,Wisconsin,8.0,8.0,8.0,REP,2012.0,,22.9,REP,0.5482630479999999,1.0,0.08682999999999999,1.0,0.49,False,51900.0,500.0,99.61,73.6,2320569.03,2086968.35,4.0,H0WI08075,W,198874,0.559477190376522
5458,2580,"WALL, JAMES RICHARD JR",WI,Wisconsin,8.0,8.0,8.0,DEM,2012.0,,22.9,REP,0.451736952,0.0,0.08682999999999999,1.0,0.49,True,51900.0,5.0,99.84,73.6,1066990.64,1048910.08,4.0,H6WI08106,,156287,0.4396704026286769
5459,2581,"MCKINLEY, DAVID B.",WV,West Virginia,1.0,1.0,1.0,REP,2012.0,0.576315311,19.5,DEM,0.5040026679999999,1.0,0.05087,1.0,0.31,False,38970.0,4.0,100.00,76.9,2136064.83,1251707.03,4.0,H0WV01072,W,133809,0.6248348128189922
5460,2582,"THORN, SUSAN CAROL",WV,West Virginia,1.0,1.0,1.0,DEM,2012.0,0.576315311,19.5,DEM,0.495997332,0.0,0.05087,0.0,0.31,True,38970.0,27.0,100.00,76.9,188441.15,165530.8,4.0,H2WV01094,,80342,0.3751651871810078
5461,2583,"BROWN, DUGALD ANDREW",WV,West Virginia,2.0,2.0,2.0,DEM,2012.0,0.522984612,19.9,DEM,0.296907895,0.0,0.07632,1.0,0.31,True,45561.0,500.0,22.49,77.33333,6924.0,10995.93,4.0,H2WV02134,,,
5462,2584,"CAPITO, SHELLEY MOORE MS.",WV,West Virginia,2.0,2.0,2.0,REP,2012.0,0.522984612,19.9,DEM,0.6845707870000001,1.0,0.07632,1.0,0.31,False,45561.0,168.0,82.93,77.33333,2449473.47,3001166.53,4.0,H0WV02138,W,158206,0.6976619069878199
5463,2585,"DAVIS, MICHAEL G",WV,West Virginia,2.0,2.0,2.0,REP,2012.0,0.522984612,19.9,DEM,0.6845707870000001,0.0,0.07632,1.0,0.31,False,45561.0,1.0,5.91,77.33333,2449473.47,3001166.53,4.0,H2WV02159,,,
5464,2586,"MCCANN, WILLIAM",WV,West Virginia,2.0,2.0,2.0,DEM,2012.0,0.522984612,19.9,DEM,0.296907895,0.0,0.07632,1.0,0.31,True,45561.0,9.0,29.24,77.33333,6924.0,10995.93,4.0,H2WV02142,,,
5465,2587,"MILLER, JONATHAN",WV,West Virginia,2.0,2.0,2.0,REP,2012.0,0.522984612,19.9,DEM,0.6845707870000001,0.0,0.07632,1.0,0.31,False,45561.0,32.0,11.16,77.33333,2449473.47,3001166.53,4.0,H2WV02126,,,
5466,2588,"SWINT, HOWARD",WV,West Virginia,2.0,2.0,2.0,DEM,2012.0,0.522984612,19.9,DEM,0.296907895,0.0,0.07632,1.0,0.31,True,45561.0,188.0,48.27,77.33333,6924.0,10995.93,4.0,H4WV02023,,68560,0.30233809301217995
5467,2589,"BIAS, LEE A",WV,West Virginia,3.0,3.0,3.0,REP,2012.0,0.550793745,14.3,DEM,0.439613527,0.0,0.06213,1.0,0.31,False,35783.0,131.0,28.84,74,595147.39,595849.2,0.0,H0WV03102,,,
5468,2590,"LESTER, BILL",WV,West Virginia,3.0,3.0,3.0,REP,2012.0,0.550793745,14.3,DEM,0.439613527,0.0,0.06213,1.0,0.31,False,35783.0,9.0,17.74,74,595147.39,595849.2,0.0,H2WV03074,,,
